,question,is_correct,num_characters,num_words,num_sentences,transformed_text
863,Which of these is an accurate statement about typhoons?,1,55,10,1,accur statement typhoon
866,Which president raised wartime funds by keeping sheep on the White House lawn?,0,78,14,1,presid rais wartim fund keep sheep white hous lawn
868,Cinnamon is the primary flavoring of which liqueur?,1,51,9,1,cinnamon primari flavor liqueur
871,Which state’s capital is likely named for a Native American word meaning “good place to dig potatoes”?,0,102,22,1,state capit like name nativ american word mean good place dig potato
874,"By definition, a person with bad handwriting can be said to have what?",0,70,15,1,definit person bad handwrit said
877,Which of these biblical names was most popular for American babies in 2016?,1,75,14,1,biblic name popular american babi 2016
880,The Universalis Cosmographia is the first known map to feature what?,1,68,12,1,universali cosmographia first known map featur
883,"Earlier this decade, the billionaire creator behind what ’90s craze got busted for tax evasion?",1,95,18,1,earlier decad billionair creator behind 90 craze got bust tax evas
884,From what do baby chicks hatch?,0,31,7,1,babi chick hatch
887,The opening ceremonies of the Olympics have NOT won which major award?,1,70,13,1,open ceremoni olymp major award
890,Which ballroom dance is typically performed in 3/4 time?,0,56,10,1,ballroom danc typic perform time
893,What animal is traditionally the source of fried calamari?,1,58,10,1,anim tradit sourc fri calamari
896,What medical device must legally be available at U.S. public gathering places?,0,78,13,1,medic devic must legal avail public gather place
899,A person writing clearly and correctly is often said to be following “Strunk and” whom?,1,87,18,1,person write clearli correctli often said follow strunk
902,Who did NOT win back-to-back Best Actor Oscars?,1,47,9,1,win best actor oscar
905,"In the classic edition of Monopoly, which word appears in the name of two different spaces?",1,91,18,1,classic edit monopoli word appear name two differ space
908,Which of these past Olympic mascots was an animal?,0,50,10,1,past olymp mascot anim
911,What Caribbean island was the birthplace of Alexander Hamilton?,0,63,10,1,caribbean island birthplac alexand hamilton
914,Which CEO runs the NASDAQ-listed company with the highest market cap?,1,69,12,1,ceo run compani highest market cap
917,"According to the title of her hit 2015 song, how long is Rihanna from wildin'?",1,78,18,1,accord titl hit 2015 song long rihanna wildin
919,Which baseball player is NOT mentioned in Billy Joel’s “We Didn’t Start the Fire”?,1,82,21,1,basebal player mention billi joel start fire
922,"In billiards, what color is a standard eight-ball?",0,50,10,1,billiard color standard
925,Which of these liquids comes from an udder?,1,43,9,1,liquid come udder
928,What is the adjectival form of the word “governor”?,0,51,12,1,adjectiv form word governor
931,What area of London is synonymous with the city's world-class theater scene?,0,76,14,1,area london synonym citi theater scene
934,How do you find the reciprocal of a number?,1,43,10,1,find reciproc number
937,Which website did the New York Times call “the people’s National Endowment for the Arts”?,0,89,20,1,websit new york time call peopl nation endow art
940,Which band had a member with the same stage name as a Revolutionary War admiral?,1,80,16,1,band member stage name revolutionari war admir
943,Which writer has NOT held the position now known as U.S. Poet Laureate?,0,71,15,2,writer held posit known poet laureat
946,What was the first video game to call Mario by the name Mario?,0,62,14,1,first video game call mario name mario
949,What town is home to the most works by the architect of Taliesin West and Graycliff?,1,84,17,1,town home work architect taliesin west graycliff
951,What term is used for both a formal set of clothes and a set of playing cards?,1,78,18,1,term use formal set cloth set play card
954,Which object is usually in a conductor's hand during a performance?,0,67,13,1,object usual conductor hand perform
957,“Chestnut” and “button” are types of which ingredient?,0,54,13,1,chestnut button type ingredi
960,What part of the body is damaged if you break your tibia?,1,57,13,1,part bodi damag break tibia
963,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,1,83,19,1,charact jude law play movi king arthur legend sword
966,Which monarch laid the foundation stone at Balmoral Castle?,0,59,10,1,monarch laid foundat stone balmor castl
969,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",1,81,18,1,2017 industri highest percentag uk gdp
972,"In an episode of “Friends”, what name was Ross supposed to say at his wedding ceremony instead of “Rachel”?",0,107,25,1,episod friend name ross suppos say wed ceremoni instead rachel
975,Which of these animals is NOT a marsupial?,0,42,9,1,anim marsupi
978,"As well as medals, what were winners given at the Rio Olympics' medal ceremonies?",0,81,17,1,well medal winner given rio olymp medal ceremoni
980,Which of these authors was over 50 when his first novel was published?,1,70,14,1,author 50 first novel publish
983,Armenia and Estonia are former members of which group of countries?,1,67,12,1,armenia estonia former member group countri
986,How is Jack Dawkins better known in a classic 19th century novel?,0,65,13,1,jack dawkin better known classic 19th centuri novel
989,What is the maximum score a player can get in a turn of three darts?,0,68,16,1,maximum score player get turn three dart
992,With whom did William Hewlett co-found a multi-national IT company?,0,67,11,1,william hewlett compani
995,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",1,83,17,1,justin timberlak hit contain line flawless like uncut ice
998,"In Rome, which of these ingredients is used to flavour ciabatta bread?",0,70,14,1,rome ingredi use flavour ciabatta bread
1001,For which of these movies did Meryl Streep NOT win an Oscar?,1,60,13,1,movi meryl streep win oscar
1004,Which of these countries does NOT have the same name as its capital city?,0,73,15,1,countri name capit citi
1007,"Since 2004, the World Chess Federation has had its headquarters in which city?",0,78,15,1,sinc 2004 world chess feder headquart citi
1010,Where did the budget retailer Poundland open its first store in 1990?,0,69,13,1,budget retail poundland open first store 1990
1013,"In 2005, what did BBC chairman Michael Grade declare as his aim for the future of the network?",0,94,20,1,2005 bbc chairman michael grade declar aim futur network
1014,Which football club has a stand displaying an extract from the nineteenth book of the Old Testament?,0,100,18,1,footbal club stand display extract nineteenth book old testament
1015,Which of these offers protection during a battle?,0,49,9,1,offer protect battl
1018,Which of these is the name of an English Test cricket ground?,1,61,13,1,name english test cricket ground
1021,What is the first name of Holly Willoughby’s regular co-host on “This Morning”?,0,79,18,1,first name holli willoughbi regular morn
1024,Which of these figures is known as “The History Guy” on social media?,0,69,16,1,figur known histori guy social media
1027,Which of these Stephen King novels was written under a pseudonym?,0,65,12,1,stephen king novel written pseudonym
1030,Which of these web services was developed in the Noughties by a Russian schoolboy?,1,82,15,1,web servic develop noughti russian schoolboy
1033,For which movie did Tom Hanks receive his most recent acting Oscar nomination?,1,78,14,1,movi tom hank receiv recent act oscar nomin
1036,Which TV food competition winner opened the Wahaca chain of restaurants?,0,72,12,1,tv food competit winner open wahaca chain restaur
1039,Which of these countries has the fewest land borders with other countries?,0,74,13,1,countri fewest land border countri
1042,Which of these brands is NOT named after a person?,0,50,11,1,brand name person
1045,"In total, Britain has just over 9,800 miles of which of the following?",1,70,15,1,total britain mile follow
1048,Which of the Queen's children has the most grandchildren?,0,57,11,1,queen children grandchildren
1051,Which piece of clothing is meant to protect your head from the cold?,1,68,14,1,piec cloth meant protect head cold
1054,What are candles commonly made out of?,0,38,8,1,candl commonli made
1057,What form of singing was historically used to communicate between mountaintops?,1,79,12,1,form sing histor use commun mountaintop
1060,Rumspringa is a rite of passage among which of these groups?,0,60,12,1,rumspringa rite passag among group
1063,Which of these is a synonym for the opposite of a financial bull market?,1,72,15,1,synonym opposit financi bull market
1066,Which of these animals is technically a fish?,0,45,9,1,anim technic fish
1069,Basketball was invented in the U.S. state that is also home to which of these islands?,0,86,17,1,basketbal invent state also home island
1071,A famously counterintuitive logic puzzle is named for what game show host?,0,74,13,1,famous counterintuit logic puzzl name game show host
1074,Which company provided audio equipment that helped Disney produce “Fantasia”?,0,77,13,1,compani provid audio equip help disney produc fantasia
1077,Which nation does NOT have land on the island of Borneo?,0,56,12,1,nation land island borneo
